0.000000, 0.000000, 1.000000, 0.000000
0.000000, 0.000000, 1.000000, 0.000000
0.000000, 0.000000, 1.000000, 0.000000
0.000000, 0.000000, 1.000000, 0.000000
0.000000, 0.000000, 1.000000, 0.000000
0.085861, 0.073737, 0.993575, 1000.000000
0.085861, 0.073737, 0.993575, 2000.000000
0.085861, 0.073737, 0.993575, 4000.000000
0.085861, 0.073737, 0.993575, 6000.000000
0.085861, 0.073737, 0.993575, 8000.000000
0.085861, 0.073737, 0.993575, 10000.000000
-0.251349, 0.040452, 0.967051, 1000.000000
-0.251349, 0.040452, 0.967051, 2000.000000
-0.251349, 0.040452, 0.967051, 4000.000000
-0.251349, 0.040452, 0.967051, 6000.000000
-0.251349, 0.040452, 0.967051, 8000.000000
-0.251349, 0.040452, 0.967051, 10000.000000
-0.066628, -0.265916, 0.961691, 1000.000000
-0.066628, -0.265916, 0.961691, 2000.000000
-0.066628, -0.265916, 0.961691, 4000.000000
-0.066628, -0.265916, 0.961691, 6000.000000
-0.066628, -0.265916, 0.961691, 8000.000000
-0.066628, -0.265916, 0.961691, 10000.000000
0.249219, -0.203459, 0.946834, 1000.000000
0.249219, -0.203459, 0.946834, 2000.000000
0.249219, -0.203459, 0.946834, 4000.000000
0.249219, -0.203459, 0.946834, 6000.000000
0.249219, -0.203459, 0.946834, 8000.000000
0.249219, -0.203459, 0.946834, 10000.000000
0.293134, 0.325500, 0.898956, 1000.000000
0.293134, 0.325500, 0.898956, 2000.000000
0.293134, 0.325500, 0.898956, 4000.000000
0.293134, 0.325500, 0.898956, 6000.000000
0.293134, 0.325500, 0.898956, 8000.000000
0.293134, 0.325500, 0.898956, 10000.000000
-0.089095, 0.349423, 0.932719, 1000.000000
-0.089095, 0.349423, 0.932719, 2000.000000
-0.089095, 0.349423, 0.932719, 4000.000000
-0.089095, 0.349423, 0.932719, 6000.000000
-0.089095, 0.349423, 0.932719, 8000.000000
-0.089095, 0.349423, 0.932719, 10000.000000
-0.569784, 0.010400, 0.821729, 1000.000000
-0.569784, 0.010400, 0.821729, 2000.000000
-0.569784, 0.010400, 0.821729, 4000.000000
-0.569784, 0.010400, 0.821729, 6000.000000
-0.569784, 0.010400, 0.821729, 8000.000000
-0.569784, 0.010400, 0.821729, 10000.000000
-0.391921, -0.270093, 0.879459, 1000.000000
-0.391921, -0.270093, 0.879459, 2000.000000
-0.391921, -0.270093, 0.879459, 4000.000000
-0.391921, -0.270093, 0.879459, 6000.000000
-0.391921, -0.270093, 0.879459, 8000.000000
-0.391921, -0.270093, 0.879459, 10000.000000
0.172214, -0.502779, 0.847086, 1000.000000
0.172214, -0.502779, 0.847086, 2000.000000
0.172214, -0.502779, 0.847086, 4000.000000
0.172214, -0.502779, 0.847086, 6000.000000
0.172214, -0.502779, 0.847086, 8000.000000
0.172214, -0.502779, 0.847086, 10000.000000
0.516844, -0.321563, 0.793391, 1000.000000
0.516844, -0.321563, 0.793391, 2000.000000
0.516844, -0.321563, 0.793391, 4000.000000
0.516844, -0.321563, 0.793391, 6000.000000
0.516844, -0.321563, 0.793391, 8000.000000
0.516844, -0.321563, 0.793391, 10000.000000
0.461085, 0.037239, 0.886574, 1000.000000
0.461085, 0.037239, 0.886574, 2000.000000
0.461085, 0.037239, 0.886574, 4000.000000
0.461085, 0.037239, 0.886574, 6000.000000
0.461085, 0.037239, 0.886574, 8000.000000
0.461085, 0.037239, 0.886574, 10000.000000
0.111492, 0.588460, 0.800803, 1000.000000
0.111492, 0.588460, 0.800803, 2000.000000
0.111492, 0.588460, 0.800803, 4000.000000
0.111492, 0.588460, 0.800803, 6000.000000
0.111492, 0.588460, 0.800803, 8000.000000
0.111492, 0.588460, 0.800803, 10000.000000
-0.244121, 0.599072, 0.762573, 1000.000000
-0.244121, 0.599072, 0.762573, 2000.000000
-0.244121, 0.599072, 0.762573, 4000.000000
-0.244121, 0.599072, 0.762573, 6000.000000
-0.244121, 0.599072, 0.762573, 8000.000000
-0.244121, 0.599072, 0.762573, 10000.000000
-0.428318, 0.319653, 0.845202, 1000.000000
-0.428318, 0.319653, 0.845202, 2000.000000
-0.428318, 0.319653, 0.845202, 4000.000000
-0.428318, 0.319653, 0.845202, 6000.000000
-0.428318, 0.319653, 0.845202, 8000.000000
-0.428318, 0.319653, 0.845202, 10000.000000
-0.662005, -0.288459, 0.691766, 1000.000000
-0.662005, -0.288459, 0.691766, 2000.000000
-0.662005, -0.288459, 0.691766, 4000.000000
-0.662005, -0.288459, 0.691766, 6000.000000
-0.662005, -0.288459, 0.691766, 8000.000000
-0.662005, -0.288459, 0.691766, 10000.000000
-0.216530, -0.545767, 0.809477, 1000.000000
-0.216530, -0.545767, 0.809477, 2000.000000
-0.216530, -0.545767, 0.809477, 4000.000000
-0.216530, -0.545767, 0.809477, 6000.000000
-0.216530, -0.545767, 0.809477, 8000.000000
-0.216530, -0.545767, 0.809477, 10000.000000
0.022859, -0.730697, 0.682319, 1000.000000
0.022859, -0.730697, 0.682319, 2000.000000
0.022859, -0.730697, 0.682319, 4000.000000
0.022859, -0.730697, 0.682319, 6000.000000
0.022859, -0.730697, 0.682319, 8000.000000
0.022859, -0.730697, 0.682319, 10000.000000
0.443169, -0.603589, 0.662783, 1000.000000
0.443169, -0.603589, 0.662783, 2000.000000
0.443169, -0.603589, 0.662783, 4000.000000
0.443169, -0.603589, 0.662783, 6000.000000
